polyname,bound1,bound2,bound3,bound4,iso,adm1,adm2,thresh,loss_year,area
admin,1,1,1,1,BRA,14,86,25,12,5346.56651649
ifl_2013__landmark,1,1,1,1,BRA,14,86,75,2,708381.288468
wdpa,1,1,1,1,BRA,14,86,10,9,762.002620128
admin,1,1,1,1,BRA,14,86,30,6,919213.0610969999
landmark,1,1,1,1,BRA,14,86,25,10,13722.1164244
admin,1,1,1,1,BRA,14,86,75,6,28739917.7767
admin,1,1,1,1,BRA,14,86,25,13,32830.120825
wdpa,1,1,1,1,BRA,14,86,10,4,3812.69989397
landmark,1,1,1,1,BRA,14,86,0,2,2287.70539626
wdpa,1,1,1,1,BRA,14,86,15,7,761.375823752
wdpa,1,1,1,1,BRA,14,86,10,10,1523.1971252
ifl_2013,1,1,1,1,BRA,14,86,25,13,761.6250422910001
admin,1,1,1,1,BRA,14,86,20,16,134414.389536
ifl_2013,1,1,1,1,BRA,14,86,50,9,6868.93487392
admin,1,1,1,1,BRA,14,86,10,6,48085.9869296
ifl_2013__landmark,1,1,1,1,BRA,14,86,15,1,3813.1426314000005
wdpa,1,1,1,1,BRA,14,86,50,10,179886.086539
ifl_2013__landmark,1,1,1,1,BRA,14,86,30,1,44228.519933899996
landmark,1,1,1,1,BRA,14,86,15,2,5337.61997463
landmark,1,1,1,1,BRA,14,86,30,2,48056.387847000005
ifl_2013,1,1,1,1,BRA,14,86,0,13,1525.15257849
ifl_2013__wdpa,1,1,1,1,BRA,14,86,10,3,762.6155315000001
landmark,1,1,1,1,BRA,14,86,50,16,455115.24796099996
ifl_2013__landmark,1,1,1,1,BRA,14,86,15,8,1526.00364633
ifl_2013,1,1,1,1,BRA,14,86,50,13,5340.06870352
ifl_2013__wdpa,1,1,1,1,BRA,14,86,15,2,5337.61997463
admin,1,1,1,1,BRA,14,86,15,12,14507.0944215
landmark,1,1,1,1,BRA,14,86,20,4,763.338106727
ifl_2013__wdpa,1,1,1,1,BRA,14,86,30,9,3815.8338533
ifl_2013__landmark,1,1,1,1,BRA,14,86,20,3,762.9243314239999
landmark,1,1,1,1,BRA,14,86,50,4,133484.516575
ifl_2013__wdpa,1,1,1,1,BRA,14,86,50,2,50332.248128800005
admin,1,1,1,1,BRA,14,86,25,16,222258.14899400002
ifl_2013__landmark,1,1,1,1,BRA,14,86,50,10,70925.0028729
ifl_2013__wdpa,1,1,1,1,BRA,14,86,0,15,762.78894034
landmark,1,1,1,1,BRA,14,86,20,15,6104.12839732
landmark,1,1,1,1,BRA,14,86,10,16,11452.013952399999
landmark,1,1,1,1,BRA,14,86,25,6,10675.361399899999
admin,1,1,1,1,BRA,14,86,75,5,27875081.4067
ifl_2013,1,1,1,1,BRA,14,86,75,7,557460.565328
landmark,1,1,1,1,BRA,14,86,15,1,4574.46851765
ifl_2013__landmark,1,1,1,1,BRA,14,86,25,6,7625.68778796
ifl_2013__landmark,1,1,1,1,BRA,14,86,0,17,1527.4299141
admin,1,1,1,1,BRA,14,86,75,10,11782234.2672
ifl_2013__wdpa,1,1,1,1,BRA,14,86,30,6,41182.2652074
admin,1,1,1,1,BRA,14,86,30,17,2919886.14883
admin,1,1,1,1,BRA,14,86,10,5,46577.6441992
wdpa,1,1,1,1,BRA,14,86,0,8,14476.8591891
wdpa,1,1,1,1,BRA,14,86,25,6,10675.361399899999
ifl_2013__landmark,1,1,1,1,BRA,14,86,15,2,5337.61997463
wdpa,1,1,1,1,BRA,14,86,50,1,96829.5554015
admin,1,1,1,1,BRA,14,86,25,14,138229.680733
ifl_2013__landmark,1,1,1,1,BRA,14,86,50,11,26694.7752808
ifl_2013,1,1,1,1,BRA,14,86,25,8,4575.76839326
ifl_2013__landmark,1,1,1,1,BRA,14,86,25,8,4575.76839326
landmark,1,1,1,1,BRA,14,86,10,8,762.39070641
ifl_2013__landmark,1,1,1,1,BRA,14,86,25,13,761.6250422910001
ifl_2013__landmark,1,1,1,1,BRA,14,86,0,8,3812.93378387
ifl_2013__landmark,1,1,1,1,BRA,14,86,20,7,762.6329743269999
ifl_2013__landmark,1,1,1,1,BRA,14,86,20,13,762.1102474639999
wdpa,1,1,1,1,BRA,14,86,15,3,762.825068357
ifl_2013,1,1,1,1,BRA,14,86,75,4,569052.5647529999
admin,1,1,1,1,BRA,14,86,10,3,23670.4632466
ifl_2013,1,1,1,1,BRA,14,86,30,16,762.821202276
ifl_2013__wdpa,1,1,1,1,BRA,14,86,25,1,3812.9702409
wdpa,1,1,1,1,BRA,14,86,75,17,191864401.126
ifl_2013__wdpa,1,1,1,1,BRA,14,86,20,5,2288.09531019
ifl_2013,1,1,1,1,BRA,14,86,10,17,2289.85670791
ifl_2013__wdpa,1,1,1,1,BRA,14,86,25,17,3054.78948473
ifl_2013__landmark,1,1,1,1,BRA,14,86,50,1,41939.419664099994
wdpa,1,1,1,1,BRA,14,86,15,16,24439.6302307
ifl_2013__wdpa,1,1,1,1,BRA,14,86,0,6,12200.5919185
admin,1,1,1,1,BRA,14,86,75,4,25436276.2508
ifl_2013__landmark,1,1,1,1,BRA,14,86,75,8,1315090.0220299999
landmark,1,1,1,1,BRA,14,86,50,9,27448.137839099996
admin,1,1,1,1,BRA,14,86,30,12,223002.89783499998
admin,1,1,1,1,BRA,14,86,0,6,403102.72387399996
ifl_2013__wdpa,1,1,1,1,BRA,14,86,50,7,27453.7699762
ifl_2013,1,1,1,1,BRA,14,86,20,5,2288.09531019
wdpa,1,1,1,1,BRA,14,86,30,13,22847.6053759
ifl_2013,1,1,1,1,BRA,14,86,30,13,2287.14590818
admin,1,1,1,1,BRA,14,86,15,9,16032.8393636
landmark,1,1,1,1,BRA,14,86,50,1,96829.5554015
ifl_2013__wdpa,1,1,1,1,BRA,14,86,75,4,568288.75601
ifl_2013,1,1,1,1,BRA,14,86,30,9,3815.8338533
ifl_2013__wdpa,1,1,1,1,BRA,14,86,10,4,3812.69989397
landmark,1,1,1,1,BRA,14,86,15,8,9905.59417064
ifl_2013__wdpa,1,1,1,1,BRA,14,86,0,1,2287.9054515000003
wdpa,1,1,1,1,BRA,14,86,20,2,3050.78763524
admin,1,1,1,1,BRA,14,86,30,13,221404.46975100003
admin,1,1,1,1,BRA,14,86,50,3,1940861.41823
wdpa,1,1,1,1,BRA,14,86,25,8,6860.77511433
landmark,1,1,1,1,BRA,14,86,0,13,11424.9795441
ifl_2013__landmark,1,1,1,1,BRA,14,86,50,6,77024.1299739
ifl_2013,1,1,1,1,BRA,14,86,30,3,41965.9132153
landmark,1,1,1,1,BRA,14,86,30,12,28212.0004975
landmark,1,1,1,1,BRA,14,86,25,1,3812.9702409
landmark,1,1,1,1,BRA,14,86,10,4,3812.69989397
ifl_2013__wdpa,1,1,1,1,BRA,14,86,50,9,6868.93487392
admin,1,1,1,1,BRA,14,86,30,16,1239518.40349
admin,1,1,1,1,BRA,14,86,50,7,1549217.94195
ifl_2013__landmark,1,1,1,1,BRA,14,86,75,12,2120418.87768
admin,1,1,1,1,BRA,14,86,20,6,39710.2192878
ifl_2013,1,1,1,1,BRA,14,86,10,6,6862.78818955
ifl_2013,1,1,1,1,BRA,14,86,50,5,145721.755966
ifl_2013__landmark,1,1,1,1,BRA,14,86,75,16,290094.932038
wdpa,1,1,1,1,BRA,14,86,15,5,3812.91482579
landmark,1,1,1,1,BRA,14,86,10,3,762.6155315000001
ifl_2013__wdpa,1,1,1,1,BRA,14,86,0,8,3812.93378387
ifl_2013,1,1,1,1,BRA,14,86,25,4,4575.29645793
ifl_2013__landmark,1,1,1,1,BRA,14,86,50,4,90782.0007314
ifl_2013__wdpa,1,1,1,1,BRA,14,86,30,10,48039.222396599995
ifl_2013,1,1,1,1,BRA,14,86,30,17,81688.2331285
ifl_2013,1,1,1,1,BRA,14,86,0,4,2287.77346601
ifl_2013,1,1,1,1,BRA,14,86,25,3,762.920921246
wdpa,1,1,1,1,BRA,14,86,25,15,3053.39177589
landmark,1,1,1,1,BRA,14,86,15,11,763.74325583
wdpa,1,1,1,1,BRA,14,86,50,4,133484.516575
landmark,1,1,1,1,BRA,14,86,25,5,3812.37701627
ifl_2013,1,1,1,1,BRA,14,86,20,2,2287.45901366
ifl_2013,1,1,1,1,BRA,14,86,50,4,90782.0007314
ifl_2013,1,1,1,1,BRA,14,86,30,4,50343.557049099996
admin,1,1,1,1,BRA,14,86,0,11,316146.033145
landmark,1,1,1,1,BRA,14,86,15,15,6861.40032657
admin,1,1,1,1,BRA,14,86,50,13,578745.578196
admin,1,1,1,1,BRA,14,86,25,3,28247.3508555
wdpa,1,1,1,1,BRA,14,86,75,4,1568213.80229
landmark,1,1,1,1,BRA,14,86,50,7,93848.4110707
admin,1,1,1,1,BRA,14,86,20,15,128295.185908
admin,1,1,1,1,BRA,14,86,25,8,25190.9408443
ifl_2013__wdpa,1,1,1,1,BRA,14,86,20,13,762.1102474639999
ifl_2013,1,1,1,1,BRA,14,86,75,11,844876.789513
ifl_2013__wdpa,1,1,1,1,BRA,14,86,15,8,1526.00364633
ifl_2013__wdpa,1,1,1,1,BRA,14,86,0,11,762.635153084
ifl_2013__wdpa,1,1,1,1,BRA,14,86,25,4,4575.29645793
landmark,1,1,1,1,BRA,14,86,25,4,4575.29645793
ifl_2013__landmark,1,1,1,1,BRA,14,86,25,2,6862.49661374
admin,1,1,1,1,BRA,14,86,20,13,22139.317602799998
landmark,1,1,1,1,BRA,14,86,75,17,198461253.482
wdpa,1,1,1,1,BRA,14,86,10,15,3053.12131921
wdpa,1,1,1,1,BRA,14,86,50,5,199117.102091
ifl_2013__landmark,1,1,1,1,BRA,14,86,30,6,41182.2652074
ifl_2013__wdpa,1,1,1,1,BRA,14,86,50,13,5340.06870352
landmark,1,1,1,1,BRA,14,86,50,8,216527.71403499998
admin,1,1,1,1,BRA,14,86,10,11,22143.219971000002
ifl_2013__wdpa,1,1,1,1,BRA,14,86,30,5,84673.4413968
ifl_2013__wdpa,1,1,1,1,BRA,14,86,15,6,2287.60607231
wdpa,1,1,1,1,BRA,14,86,75,7,9870986.32051
landmark,1,1,1,1,BRA,14,86,75,4,1606375.78513
ifl_2013__wdpa,1,1,1,1,BRA,14,86,20,2,2287.45901366
ifl_2013__wdpa,1,1,1,1,BRA,14,86,10,8,762.39070641
admin,1,1,1,1,BRA,14,86,50,6,2186068.2346200002
wdpa,1,1,1,1,BRA,14,86,30,2,45003.075011
landmark,1,1,1,1,BRA,14,86,50,14,132718.736496
ifl_2013__wdpa,1,1,1,1,BRA,14,86,50,15,4575.94142895
wdpa,1,1,1,1,BRA,14,86,25,2,6862.49661374
admin,1,1,1,1,BRA,14,86,0,5,404014.435918
landmark,1,1,1,1,BRA,14,86,50,12,162331.893646
landmark,1,1,1,1,BRA,14,86,20,10,3050.27832447
admin,1,1,1,1,BRA,14,86,75,14,10569439.5092
admin,1,1,1,1,BRA,14,86,30,8,393182.030234
ifl_2013__landmark,1,1,1,1,BRA,14,86,75,7,557460.565328
wdpa,1,1,1,1,BRA,14,86,30,10,75468.4866734
ifl_2013__landmark,1,1,1,1,BRA,14,86,50,7,27453.7699762
ifl_2013__wdpa,1,1,1,1,BRA,14,86,30,17,81688.2331285
landmark,1,1,1,1,BRA,14,86,30,3,52637.1428868
landmark,1,1,1,1,BRA,14,86,10,15,3053.12131921
ifl_2013__wdpa,1,1,1,1,BRA,14,86,0,13,1525.15257849
landmark,1,1,1,1,BRA,14,86,75,3,1245001.26967
wdpa,1,1,1,1,BRA,14,86,75,8,3870792.3391199997
ifl_2013__landmark,1,1,1,1,BRA,14,86,75,14,242603.725289
ifl_2013__wdpa,1,1,1,1,BRA,14,86,0,17,1527.4299141
ifl_2013,1,1,1,1,BRA,14,86,20,8,762.873511537
ifl_2013,1,1,1,1,BRA,14,86,50,7,27453.7699762
landmark,1,1,1,1,BRA,14,86,10,9,762.002620128
admin,1,1,1,1,BRA,14,86,15,2,85504.5955086
landmark,1,1,1,1,BRA,14,86,0,16,167231.264552
ifl_2013,1,1,1,1,BRA,14,86,15,8,1526.00364633
wdpa,1,1,1,1,BRA,14,86,50,14,131955.016751
ifl_2013__landmark,1,1,1,1,BRA,14,86,50,16,27476.4749699
wdpa,1,1,1,1,BRA,14,86,50,13,46484.2369893
admin,1,1,1,1,BRA,14,86,10,1,25963.3597889
admin,1,1,1,1,BRA,14,86,10,7,19085.4485992
wdpa,1,1,1,1,BRA,14,86,20,7,762.6329743269999
admin,1,1,1,1,BRA,14,86,30,5,881916.7473459999
admin,1,1,1,1,BRA,14,86,25,6,67176.0367796
ifl_2013,1,1,1,1,BRA,14,86,25,17,3054.78948473
wdpa,1,1,1,1,BRA,14,86,75,13,956934.671139
ifl_2013,1,1,1,1,BRA,14,86,50,12,70163.2525504
ifl_2013,1,1,1,1,BRA,14,86,30,11,9152.51704412
ifl_2013,1,1,1,1,BRA,14,86,20,3,762.9243314239999
admin,1,1,1,1,BRA,14,86,30,15,1421165.32128
wdpa,1,1,1,1,BRA,14,86,25,13,3045.87331469
ifl_2013__wdpa,1,1,1,1,BRA,14,86,30,7,21353.0133342
ifl_2013__landmark,1,1,1,1,BRA,14,86,30,3,41965.9132153
landmark,1,1,1,1,BRA,14,86,75,8,3867737.5029300004
wdpa,1,1,1,1,BRA,14,86,50,11,58730.1569113
wdpa,1,1,1,1,BRA,14,86,10,6,9910.14751547
ifl_2013__wdpa,1,1,1,1,BRA,14,86,30,16,762.821202276
ifl_2013__landmark,1,1,1,1,BRA,14,86,25,1,3812.9702409
ifl_2013__wdpa,1,1,1,1,BRA,14,86,15,12,762.6212029110001
ifl_2013,1,1,1,1,BRA,14,86,10,3,762.6155315000001
ifl_2013,1,1,1,1,BRA,14,86,0,2,2287.70539626
ifl_2013__landmark,1,1,1,1,BRA,14,86,50,14,1523.89930416
ifl_2013__wdpa,1,1,1,1,BRA,14,86,75,3,533235.645121
wdpa,1,1,1,1,BRA,14,86,0,14,38917.1576816
wdpa,1,1,1,1,BRA,14,86,30,9,12966.705272700001
ifl_2013,1,1,1,1,BRA,14,86,15,5,3050.62875328
ifl_2013,1,1,1,1,BRA,14,86,75,17,61434236.2599
ifl_2013__landmark,1,1,1,1,BRA,14,86,15,5,3050.62875328
ifl_2013__landmark,1,1,1,1,BRA,14,86,0,13,1525.15257849
wdpa,1,1,1,1,BRA,14,86,15,12,2285.79126343
landmark,1,1,1,1,BRA,14,86,15,10,2286.09516324
ifl_2013,1,1,1,1,BRA,14,86,75,13,246936.229852
ifl_2013__wdpa,1,1,1,1,BRA,14,86,20,7,762.6329743269999
ifl_2013__wdpa,1,1,1,1,BRA,14,86,25,2,6862.49661374
ifl_2013,1,1,1,1,BRA,14,86,50,17,868484.4333040001
wdpa,1,1,1,1,BRA,14,86,75,11,4083460.70821
wdpa,1,1,1,1,BRA,14,86,50,2,78551.83048110001
landmark,1,1,1,1,BRA,14,86,20,7,762.6329743269999
ifl_2013__landmark,1,1,1,1,BRA,14,86,75,15,69426.8293158
wdpa,1,1,1,1,BRA,14,86,25,10,13722.1164244
wdpa,1,1,1,1,BRA,14,86,0,17,226751.969409
landmark,1,1,1,1,BRA,14,86,0,5,5335.04382984
ifl_2013__landmark,1,1,1,1,BRA,14,86,30,9,3815.8338533
admin,1,1,1,1,BRA,14,86,10,2,84752.57359839999
ifl_2013__wdpa,1,1,1,1,BRA,14,86,25,13,761.6250422910001
wdpa,1,1,1,1,BRA,14,86,75,10,5817088.98976
landmark,1,1,1,1,BRA,14,86,30,9,12966.705272700001
landmark,1,1,1,1,BRA,14,86,30,8,96038.38828049999
wdpa,1,1,1,1,BRA,14,86,0,11,2285.34498614
ifl_2013,1,1,1,1,BRA,14,86,25,1,3812.9702409
ifl_2013__landmark,1,1,1,1,BRA,14,86,15,6,2287.60607231
ifl_2013__wdpa,1,1,1,1,BRA,14,86,0,12,762.448253193
admin,1,1,1,1,BRA,14,86,20,2,86272.35406989999
landmark,1,1,1,1,BRA,14,86,75,12,3724905.17856
wdpa,1,1,1,1,BRA,14,86,30,16,129068.27058299999
ifl_2013__wdpa,1,1,1,1,BRA,14,86,50,10,70925.0028729
wdpa,1,1,1,1,BRA,14,86,15,11,763.74325583
admin,1,1,1,1,BRA,14,86,25,17,329204.218715
admin,1,1,1,1,BRA,14,86,0,8,188650.221238
admin,1,1,1,1,BRA,14,86,30,7,441275.608016
admin,1,1,1,1,BRA,14,86,20,9,9163.68670356
ifl_2013__landmark,1,1,1,1,BRA,14,86,30,16,762.821202276
wdpa,1,1,1,1,BRA,14,86,10,7,1523.97377318
ifl_2013,1,1,1,1,BRA,14,86,0,16,2288.63802089
ifl_2013__landmark,1,1,1,1,BRA,14,86,0,3,1525.15415166
wdpa,1,1,1,1,BRA,14,86,0,4,6095.79737477
wdpa,1,1,1,1,BRA,14,86,25,16,24440.599264900004
landmark,1,1,1,1,BRA,14,86,0,17,227515.856965
wdpa,1,1,1,1,BRA,14,86,20,15,6104.12839732
ifl_2013__wdpa,1,1,1,1,BRA,14,86,75,7,557460.565328
ifl_2013__landmark,1,1,1,1,BRA,14,86,30,17,81688.2331285
landmark,1,1,1,1,BRA,14,86,50,6,147961.97228800002
ifl_2013__wdpa,1,1,1,1,BRA,14,86,20,10,1524.74143133
ifl_2013__landmark,1,1,1,1,BRA,14,86,75,11,844876.789513
ifl_2013__landmark,1,1,1,1,BRA,14,86,20,2,2287.45901366
wdpa,1,1,1,1,BRA,14,86,15,2,5337.61997463
landmark,1,1,1,1,BRA,14,86,75,9,1870446.8403
landmark,1,1,1,1,BRA,14,86,0,7,3814.78356179
ifl_2013__landmark,1,1,1,1,BRA,14,86,0,1,2287.9054515000003
admin,1,1,1,1,BRA,14,86,50,15,2904899.77779
wdpa,1,1,1,1,BRA,14,86,30,1,57948.3885202
admin,1,1,1,1,BRA,14,86,0,12,221469.084678
landmark,1,1,1,1,BRA,14,86,10,14,2289.85915203
ifl_2013__wdpa,1,1,1,1,BRA,14,86,30,11,9152.51704412
wdpa,1,1,1,1,BRA,14,86,30,17,869722.088844
wdpa,1,1,1,1,BRA,14,86,30,6,103710.255255
ifl_2013__landmark,1,1,1,1,BRA,14,86,75,10,1845756.43238
wdpa,1,1,1,1,BRA,14,86,50,12,162331.893646
ifl_2013__landmark,1,1,1,1,BRA,14,86,0,10,3812.76857292
admin,1,1,1,1,BRA,14,86,0,13,940188.47481
admin,1,1,1,1,BRA,14,86,50,2,4102420.7796300002
admin,1,1,1,1,BRA,14,86,20,14,102336.085626
ifl_2013__wdpa,1,1,1,1,BRA,14,86,75,14,242603.725289
ifl_2013__landmark,1,1,1,1,BRA,14,86,30,2,31267.498353299998
landmark,1,1,1,1,BRA,14,86,75,6,3622336.8390900004
ifl_2013__wdpa,1,1,1,1,BRA,14,86,50,12,70163.2525504
ifl_2013__wdpa,1,1,1,1,BRA,14,86,75,8,1315090.0220299999
ifl_2013__landmark,1,1,1,1,BRA,14,86,25,4,4575.29645793
wdpa,1,1,1,1,BRA,14,86,50,8,216527.71403499998
admin,1,1,1,1,BRA,14,86,10,9,9927.59177904
wdpa,1,1,1,1,BRA,14,86,0,3,2286.88167352
ifl_2013__landmark,1,1,1,1,BRA,14,86,75,6,1120127.08645
landmark,1,1,1,1,BRA,14,86,75,11,4163627.27091
ifl_2013__wdpa,1,1,1,1,BRA,14,86,10,6,6862.78818955
ifl_2013__wdpa,1,1,1,1,BRA,14,86,20,17,763.7193465360001
ifl_2013__landmark,1,1,1,1,BRA,14,86,50,13,5340.06870352
landmark,1,1,1,1,BRA,14,86,15,14,2288.9206619
admin,1,1,1,1,BRA,14,86,15,13,35887.9679543
ifl_2013__landmark,1,1,1,1,BRA,14,86,50,17,868484.4333040001
ifl_2013,1,1,1,1,BRA,14,86,75,10,1845756.43238
ifl_2013__landmark,1,1,1,1,BRA,14,86,0,6,12200.5919185
landmark,1,1,1,1,BRA,14,86,25,2,6862.49661374
ifl_2013,1,1,1,1,BRA,14,86,20,17,763.7193465360001
admin,1,1,1,1,BRA,14,86,30,4,1026958.87297
admin,1,1,1,1,BRA,14,86,10,8,15275.602521399998
landmark,1,1,1,1,BRA,14,86,75,16,10046286.0209
ifl_2013__landmark,1,1,1,1,BRA,14,86,50,12,70163.2525504
admin,1,1,1,1,BRA,14,86,75,3,28814524.0908
admin,1,1,1,1,BRA,14,86,20,4,46582.4654633
landmark,1,1,1,1,BRA,14,86,10,13,5330.49150415
admin,1,1,1,1,BRA,14,86,0,7,190137.812424
landmark,1,1,1,1,BRA,14,86,30,17,869722.088844
ifl_2013__landmark,1,1,1,1,BRA,14,86,30,12,11439.2509869
ifl_2013__wdpa,1,1,1,1,BRA,14,86,20,8,762.873511537
ifl_2013__wdpa,1,1,1,1,BRA,14,86,50,16,27476.4749699
wdpa,1,1,1,1,BRA,14,86,20,3,762.9243314239999
wdpa,1,1,1,1,BRA,14,86,20,8,6094.03135859
landmark,1,1,1,1,BRA,14,86,15,6,5334.60046699
ifl_2013,1,1,1,1,BRA,14,86,75,12,2120418.87768
ifl_2013,1,1,1,1,BRA,14,86,0,15,762.78894034
admin,1,1,1,1,BRA,14,86,0,3,193966.314927
admin,1,1,1,1,BRA,14,86,15,17,408629.32926599996
ifl_2013__wdpa,1,1,1,1,BRA,14,86,15,17,763.704177585
ifl_2013__landmark,1,1,1,1,BRA,14,86,50,15,4575.94142895
ifl_2013__landmark,1,1,1,1,BRA,14,86,20,5,2288.09531019
ifl_2013__landmark,1,1,1,1,BRA,14,86,15,16,762.8297920169999
admin,1,1,1,1,BRA,14,86,75,12,7564366.16967
admin,1,1,1,1,BRA,14,86,25,2,91604.18108889999
ifl_2013,1,1,1,1,BRA,14,86,75,9,567441.550089
wdpa,1,1,1,1,BRA,14,86,25,11,1525.08662257
ifl_2013__landmark,1,1,1,1,BRA,14,86,0,4,2287.77346601
ifl_2013__landmark,1,1,1,1,BRA,14,86,15,17,763.704177585
ifl_2013__wdpa,1,1,1,1,BRA,14,86,50,1,41939.419664099994
ifl_2013__landmark,1,1,1,1,BRA,14,86,0,16,2288.63802089
ifl_2013__landmark,1,1,1,1,BRA,14,86,10,5,3049.55258794
admin,1,1,1,1,BRA,14,86,75,8,14128037.2517
ifl_2013__landmark,1,1,1,1,BRA,14,86,50,3,70969.7859585
ifl_2013__wdpa,1,1,1,1,BRA,14,86,75,2,708381.288468
ifl_2013__landmark,1,1,1,1,BRA,14,86,25,17,3054.78948473
landmark,1,1,1,1,BRA,14,86,50,5,200644.505252
wdpa,1,1,1,1,BRA,14,86,10,16,11452.013952399999
ifl_2013,1,1,1,1,BRA,14,86,50,10,70925.0028729
admin,1,1,1,1,BRA,14,86,75,7,35198909.2367
ifl_2013__wdpa,1,1,1,1,BRA,14,86,50,14,1523.89930416
ifl_2013,1,1,1,1,BRA,14,86,25,2,6862.49661374
ifl_2013,1,1,1,1,BRA,14,86,10,4,3812.69989397
ifl_2013__landmark,1,1,1,1,BRA,14,86,0,12,762.448253193
admin,1,1,1,1,BRA,14,86,75,13,4970327.37303
wdpa,1,1,1,1,BRA,14,86,0,10,8385.81292688
ifl_2013__wdpa,1,1,1,1,BRA,14,86,20,3,762.9243314239999
ifl_2013,1,1,1,1,BRA,14,86,25,10,7624.61832305
ifl_2013__landmark,1,1,1,1,BRA,14,86,10,8,762.39070641
admin,1,1,1,1,BRA,14,86,75,9,6485961.21995
ifl_2013__wdpa,1,1,1,1,BRA,14,86,50,3,70969.7859585
ifl_2013,1,1,1,1,BRA,14,86,50,15,4575.94142895
landmark,1,1,1,1,BRA,14,86,25,16,23676.8524271
admin,1,1,1,1,BRA,14,86,10,4,55744.2007324
wdpa,1,1,1,1,BRA,14,86,20,4,763.338106727
admin,1,1,1,1,BRA,14,86,0,9,87828.32623280001
admin,1,1,1,1,BRA,14,86,75,15,9865207.2571
ifl_2013__wdpa,1,1,1,1,BRA,14,86,30,12,11439.2509869
admin,1,1,1,1,BRA,14,86,10,13,45808.449476199996
ifl_2013,1,1,1,1,BRA,14,86,75,8,1315090.0220299999
landmark,1,1,1,1,BRA,14,86,75,5,2596148.10223
ifl_2013__landmark,1,1,1,1,BRA,14,86,25,3,762.920921246
ifl_2013__wdpa,1,1,1,1,BRA,14,86,25,6,7625.68778796
admin,1,1,1,1,BRA,14,86,50,17,9872484.78739
landmark,1,1,1,1,BRA,14,86,50,17,6355144.61144
landmark,1,1,1,1,BRA,14,86,30,4,72459.35715319999
landmark,1,1,1,1,BRA,14,86,20,16,22914.8775028
ifl_2013,1,1,1,1,BRA,14,86,10,5,3049.55258794
admin,1,1,1,1,BRA,14,86,25,11,36648.0893862
wdpa,1,1,1,1,BRA,14,86,50,17,6322304.37161
ifl_2013__wdpa,1,1,1,1,BRA,14,86,30,1,44228.519933899996
ifl_2013,1,1,1,1,BRA,14,86,50,1,41939.419664099994
ifl_2013,1,1,1,1,BRA,14,86,50,11,26694.7752808
landmark,1,1,1,1,BRA,14,86,0,12,3047.10387831
landmark,1,1,1,1,BRA,14,86,15,17,45787.152911900004
wdpa,1,1,1,1,BRA,14,86,20,13,3808.14103438
wdpa,1,1,1,1,BRA,14,86,75,3,1239658.66013
ifl_2013,1,1,1,1,BRA,14,86,75,6,1120127.08645
wdpa,1,1,1,1,BRA,14,86,50,3,119761.821984
admin,1,1,1,1,BRA,14,86,50,12,680215.7104399999
ifl_2013,1,1,1,1,BRA,14,86,15,6,2287.60607231
landmark,1,1,1,1,BRA,14,86,20,3,762.9243314239999
wdpa,1,1,1,1,BRA,14,86,0,13,11424.9795441
landmark,1,1,1,1,BRA,14,86,0,3,2286.88167352
ifl_2013__wdpa,1,1,1,1,BRA,14,86,75,1,543026.483975
landmark,1,1,1,1,BRA,14,86,30,5,109075.31944
ifl_2013,1,1,1,1,BRA,14,86,30,2,31267.498353299998
wdpa,1,1,1,1,BRA,14,86,0,1,3810.83656043
landmark,1,1,1,1,BRA,14,86,0,4,6095.79737477
wdpa,1,1,1,1,BRA,14,86,25,5,3812.37701627
wdpa,1,1,1,1,BRA,14,86,20,10,3050.27832447
ifl_2013__landmark,1,1,1,1,BRA,14,86,50,5,145721.755966
landmark,1,1,1,1,BRA,14,86,10,17,25953.5031449
admin,1,1,1,1,BRA,14,86,30,11,503964.47811499995
ifl_2013,1,1,1,1,BRA,14,86,75,16,290094.932038
wdpa,1,1,1,1,BRA,14,86,15,13,2284.36099557
admin,1,1,1,1,BRA,14,86,50,9,298551.087793
ifl_2013__wdpa,1,1,1,1,BRA,14,86,75,17,59868455.5438
ifl_2013__wdpa,1,1,1,1,BRA,14,86,15,5,3050.62875328
ifl_2013__landmark,1,1,1,1,BRA,14,86,20,8,762.873511537
landmark,1,1,1,1,BRA,14,86,20,5,2288.09531019
wdpa,1,1,1,1,BRA,14,86,25,3,2286.22097415
admin,1,1,1,1,BRA,14,86,10,15,195499.624071
ifl_2013,1,1,1,1,BRA,14,86,0,7,762.647347602
ifl_2013,1,1,1,1,BRA,14,86,75,1,543026.483975
admin,1,1,1,1,BRA,14,86,15,5,64913.890905199994
landmark,1,1,1,1,BRA,14,86,25,11,1525.08662257
admin,1,1,1,1,BRA,14,86,75,17,218937758.868
landmark,1,1,1,1,BRA,14,86,25,17,37405.642449599996
admin,1,1,1,1,BRA,14,86,0,14,2274442.03638
ifl_2013__landmark,1,1,1,1,BRA,14,86,75,4,569052.5647529999
wdpa,1,1,1,1,BRA,14,86,75,15,1980992.6100299999
admin,1,1,1,1,BRA,14,86,20,5,46580.123283
landmark,1,1,1,1,BRA,14,86,10,5,3049.55258794
ifl_2013,1,1,1,1,BRA,14,86,10,8,762.39070641
wdpa,1,1,1,1,BRA,14,86,30,11,25933.1162273
ifl_2013,1,1,1,1,BRA,14,86,75,5,710170.823508
ifl_2013__wdpa,1,1,1,1,BRA,14,86,50,11,26694.7752808
