polyname,bound1,bound2,bound3,bound4,iso,adm1,adm2,thresh,loss_year,area
ifl_2013__wdpa,1,1,1,1,BRA,12,9,25,13,761.123612945
landmark,1,1,1,1,BRA,12,9,0,6,21276.5269276
landmark,1,1,1,1,BRA,12,9,10,12,1519.66549646
admin,1,1,1,1,BRA,12,9,20,10,32641.0579135
wdpa,1,1,1,1,BRA,12,9,25,17,1520.4036582
landmark,1,1,1,1,BRA,12,9,75,12,20156671.5904
landmark,1,1,1,1,BRA,12,9,30,5,12163.3303632
wdpa,1,1,1,1,BRA,12,9,30,7,6083.04072127
admin,1,1,1,1,BRA,12,9,25,3,36437.1822709
admin,1,1,1,1,BRA,12,9,10,10,48581.1824616
landmark,1,1,1,1,BRA,12,9,10,2,34954.234628900005
ifl_2013,1,1,1,1,BRA,12,9,50,16,139155.41633399998
admin,1,1,1,1,BRA,12,9,30,11,122980.647199
ifl_2013,1,1,1,1,BRA,12,9,50,17,44089.795433499996
wdpa,1,1,1,1,BRA,12,9,75,5,17919191.0871
wdpa,1,1,1,1,BRA,12,9,75,7,11636092.3492
ifl_2013,1,1,1,1,BRA,12,9,30,11,760.9232160810001
admin,1,1,1,1,BRA,12,9,75,13,22390518.3276
landmark,1,1,1,1,BRA,12,9,10,6,5319.14537177
landmark,1,1,1,1,BRA,12,9,0,15,19012.853776599997
landmark,1,1,1,1,BRA,12,9,20,2,39518.952645
landmark,1,1,1,1,BRA,12,9,10,8,6839.06241879
admin,1,1,1,1,BRA,12,9,75,3,194072420.35
ifl_2013__landmark,1,1,1,1,BRA,12,9,75,3,846609.580634
ifl_2013__landmark,1,1,1,1,BRA,12,9,75,14,2146610.77291
ifl_2013__wdpa,1,1,1,1,BRA,12,9,30,15,9887.92624602
wdpa,1,1,1,1,BRA,12,9,25,10,5319.0809285
landmark,1,1,1,1,BRA,12,9,30,17,8361.33022551
ifl_2013__wdpa,1,1,1,1,BRA,12,9,15,4,761.025414068
ifl_2013__landmark,1,1,1,1,BRA,12,9,50,6,16743.7343667
ifl_2013__wdpa,1,1,1,1,BRA,12,9,0,4,1521.83991456
ifl_2013,1,1,1,1,BRA,12,9,30,14,7609.79934104
ifl_2013,1,1,1,1,BRA,12,9,0,15,3042.46657676
landmark,1,1,1,1,BRA,12,9,25,13,761.123612945
ifl_2013__landmark,1,1,1,1,BRA,12,9,30,6,3044.31945439
landmark,1,1,1,1,BRA,12,9,20,14,761.014736849
ifl_2013__landmark,1,1,1,1,BRA,12,9,25,14,760.985582362
wdpa,1,1,1,1,BRA,12,9,10,1,9118.77266193
admin,1,1,1,1,BRA,12,9,50,15,1507530.0937
wdpa,1,1,1,1,BRA,12,9,30,8,58519.1775316
ifl_2013__landmark,1,1,1,1,BRA,12,9,15,7,759.8534994519999
wdpa,1,1,1,1,BRA,12,9,75,10,10935933.2273
landmark,1,1,1,1,BRA,12,9,75,2,58133171.5508
admin,1,1,1,1,BRA,12,9,15,8,47834.984657099994
ifl_2013__wdpa,1,1,1,1,BRA,12,9,15,7,759.8534994519999
landmark,1,1,1,1,BRA,12,9,0,10,62310.48358869999
landmark,1,1,1,1,BRA,12,9,50,12,28910.6319759
landmark,1,1,1,1,BRA,12,9,30,7,6845.33662246
ifl_2013__landmark,1,1,1,1,BRA,12,9,30,4,9890.46724046
admin,1,1,1,1,BRA,12,9,15,14,148008.888064
ifl_2013,1,1,1,1,BRA,12,9,75,12,2504003.74287
ifl_2013__wdpa,1,1,1,1,BRA,12,9,75,10,2519034.81017
ifl_2013,1,1,1,1,BRA,12,9,30,7,3043.47246491
ifl_2013,1,1,1,1,BRA,12,9,25,8,761.005510097
ifl_2013__landmark,1,1,1,1,BRA,12,9,30,13,5325.42987642
wdpa,1,1,1,1,BRA,12,9,75,13,2351680.9668099997
landmark,1,1,1,1,BRA,12,9,50,17,47896.076215400004
landmark,1,1,1,1,BRA,12,9,50,6,115530.376655
admin,1,1,1,1,BRA,12,9,30,17,1059624.02773
landmark,1,1,1,1,BRA,12,9,30,14,10649.0258521
wdpa,1,1,1,1,BRA,12,9,75,12,19809393.9336
wdpa,1,1,1,1,BRA,12,9,0,1,16717.6633665
ifl_2013__wdpa,1,1,1,1,BRA,12,9,75,5,486132.913458
ifl_2013__landmark,1,1,1,1,BRA,12,9,0,15,3042.46657676
ifl_2013__landmark,1,1,1,1,BRA,12,9,25,8,761.005510097
ifl_2013__wdpa,1,1,1,1,BRA,12,9,25,15,2281.69846401
ifl_2013,1,1,1,1,BRA,12,9,50,8,7605.66115457
wdpa,1,1,1,1,BRA,12,9,50,13,30421.015865200003
landmark,1,1,1,1,BRA,12,9,50,11,26619.002132799997
admin,1,1,1,1,BRA,12,9,0,14,3439361.5298
landmark,1,1,1,1,BRA,12,9,10,14,2283.47190611
admin,1,1,1,1,BRA,12,9,50,7,604253.999186
admin,1,1,1,1,BRA,12,9,15,13,63754.224078900006
wdpa,1,1,1,1,BRA,12,9,75,17,19869500.4593
wdpa,1,1,1,1,BRA,12,9,30,3,50157.878137
ifl_2013,1,1,1,1,BRA,12,9,30,3,761.110102908
landmark,1,1,1,1,BRA,12,9,15,3,1519.62815523
ifl_2013__wdpa,1,1,1,1,BRA,12,9,50,15,76063.07296810001
landmark,1,1,1,1,BRA,12,9,50,4,271342.23004299996
ifl_2013__landmark,1,1,1,1,BRA,12,9,75,16,16332688.2389
wdpa,1,1,1,1,BRA,12,9,25,12,1519.73235994
wdpa,1,1,1,1,BRA,12,9,25,3,3799.46380055
admin,1,1,1,1,BRA,12,9,25,11,6073.3515325
ifl_2013__landmark,1,1,1,1,BRA,12,9,30,1,1522.45915927
wdpa,1,1,1,1,BRA,12,9,10,6,5319.14537177
admin,1,1,1,1,BRA,12,9,15,11,14422.886244799998
ifl_2013__landmark,1,1,1,1,BRA,12,9,0,3,760.694702593
ifl_2013__wdpa,1,1,1,1,BRA,12,9,15,14,760.985582362
ifl_2013,1,1,1,1,BRA,12,9,25,15,2281.69846401
wdpa,1,1,1,1,BRA,12,9,30,10,29644.0968515
landmark,1,1,1,1,BRA,12,9,15,7,759.8534994519999
landmark,1,1,1,1,BRA,12,9,25,17,1520.4036582
landmark,1,1,1,1,BRA,12,9,25,5,761.0050243439999
admin,1,1,1,1,BRA,12,9,30,14,694563.748943
wdpa,1,1,1,1,BRA,12,9,25,2,101072.561309
ifl_2013__wdpa,1,1,1,1,BRA,12,9,75,3,846609.580634
admin,1,1,1,1,BRA,12,9,0,3,198086.228128
admin,1,1,1,1,BRA,12,9,20,4,46308.0905099
wdpa,1,1,1,1,BRA,12,9,75,8,7805202.78603
landmark,1,1,1,1,BRA,12,9,75,9,5087262.09627
ifl_2013__wdpa,1,1,1,1,BRA,12,9,30,17,6841.67092826
admin,1,1,1,1,BRA,12,9,15,1,144227.04051199998
ifl_2013,1,1,1,1,BRA,12,9,50,9,2282.53854854
admin,1,1,1,1,BRA,12,9,75,12,88367139.7065
admin,1,1,1,1,BRA,12,9,50,16,2233934.78475
landmark,1,1,1,1,BRA,12,9,25,10,5319.0809285
landmark,1,1,1,1,BRA,12,9,10,16,1520.14333905
ifl_2013,1,1,1,1,BRA,12,9,25,13,761.123612945
ifl_2013__landmark,1,1,1,1,BRA,12,9,0,10,1521.62359649
landmark,1,1,1,1,BRA,12,9,15,14,1521.62181053
wdpa,1,1,1,1,BRA,12,9,25,4,3801.85136506
admin,1,1,1,1,BRA,12,9,0,9,127518.14983800001
landmark,1,1,1,1,BRA,12,9,75,5,18124380.3301
admin,1,1,1,1,BRA,12,9,15,2,266513.09548
admin,1,1,1,1,BRA,12,9,30,12,213296.29546300002
wdpa,1,1,1,1,BRA,12,9,25,8,8359.91890251
ifl_2013__landmark,1,1,1,1,BRA,12,9,50,3,6848.53848687
ifl_2013,1,1,1,1,BRA,12,9,30,9,1519.70544437
admin,1,1,1,1,BRA,12,9,0,8,239133.799704
admin,1,1,1,1,BRA,12,9,20,12,22011.177356
landmark,1,1,1,1,BRA,12,9,30,12,6081.28570627
wdpa,1,1,1,1,BRA,12,9,0,12,20515.9276426
landmark,1,1,1,1,BRA,12,9,15,4,8360.26166388
landmark,1,1,1,1,BRA,12,9,30,3,50157.878137
ifl_2013__wdpa,1,1,1,1,BRA,12,9,0,3,760.694702593
wdpa,1,1,1,1,BRA,12,9,25,13,761.123612945
ifl_2013__wdpa,1,1,1,1,BRA,12,9,50,3,6848.53848687
wdpa,1,1,1,1,BRA,12,9,0,13,2284.68359626
ifl_2013,1,1,1,1,BRA,12,9,30,8,5325.5214237
ifl_2013__landmark,1,1,1,1,BRA,12,9,25,5,761.0050243439999
ifl_2013,1,1,1,1,BRA,12,9,50,1,1523.85389741
admin,1,1,1,1,BRA,12,9,50,6,1185008.2997
admin,1,1,1,1,BRA,12,9,50,4,2542228.2859
ifl_2013,1,1,1,1,BRA,12,9,75,9,341522.64502600004
admin,1,1,1,1,BRA,12,9,30,3,359833.18459099997
admin,1,1,1,1,BRA,12,9,10,2,174618.826832
landmark,1,1,1,1,BRA,12,9,15,6,3039.58682965
admin,1,1,1,1,BRA,12,9,30,7,168538.019841
landmark,1,1,1,1,BRA,12,9,25,15,3041.56750228
admin,1,1,1,1,BRA,12,9,25,13,73620.6800117
admin,1,1,1,1,BRA,12,9,75,17,67096603.8914
admin,1,1,1,1,BRA,12,9,20,2,140478.502577
ifl_2013__landmark,1,1,1,1,BRA,12,9,75,7,1434704.13895
admin,1,1,1,1,BRA,12,9,0,15,2843966.7087
landmark,1,1,1,1,BRA,12,9,30,6,60797.2232053
admin,1,1,1,1,BRA,12,9,25,16,292201.828047
ifl_2013__wdpa,1,1,1,1,BRA,12,9,75,11,1028353.82939
ifl_2013__wdpa,1,1,1,1,BRA,12,9,50,12,16740.818143200002
landmark,1,1,1,1,BRA,12,9,20,1,4559.95480095
admin,1,1,1,1,BRA,12,9,25,7,9109.48000718
landmark,1,1,1,1,BRA,12,9,25,2,101072.561309
wdpa,1,1,1,1,BRA,12,9,10,2,34954.234628900005
admin,1,1,1,1,BRA,12,9,20,13,25805.8946905
admin,1,1,1,1,BRA,14,104,75,11,117937326.784
admin,1,1,1,1,BRA,14,104,30,9,135059.294076
admin,1,1,1,1,BRA,14,104,50,12,494173.23133000004
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,5,4604.50633594
admin,1,1,1,1,BRA,14,104,30,10,14579.3819488
wdpa,1,1,1,1,BRA,14,104,50,11,150448.85227
admin,1,1,1,1,BRA,14,104,75,17,103011992.192
admin,1,1,1,1,BRA,14,104,20,13,33761.412049599996
ifl_2013,1,1,1,1,BRA,14,104,75,6,39125.0629138
admin,1,1,1,1,BRA,14,104,30,16,1128016.69535
wdpa,1,1,1,1,BRA,14,104,25,11,1535.22647397
wdpa,1,1,1,1,BRA,14,104,15,16,1535.12950227
admin,1,1,1,1,BRA,14,104,25,11,52949.219251300005
wdpa,1,1,1,1,BRA,14,104,0,15,5372.40848214
admin,1,1,1,1,BRA,14,104,25,6,3069.1875489999998
ifl_2013,1,1,1,1,BRA,14,104,75,4,27610.9561997
wdpa,1,1,1,1,BRA,14,104,50,1,24562.3036243
wdpa,1,1,1,1,BRA,14,104,0,16,132788.283839
admin,1,1,1,1,BRA,14,104,0,17,4746753.50019
admin,1,1,1,1,BRA,14,104,25,14,127383.009724
ifl_2013,1,1,1,1,BRA,14,104,75,5,16110.525662900001
wdpa,1,1,1,1,BRA,14,104,25,17,6908.37644108
wdpa,1,1,1,1,BRA,14,104,15,14,1535.30960113
wdpa,1,1,1,1,BRA,14,104,75,11,3806318.30312
admin,1,1,1,1,BRA,14,104,50,7,352992.598634
wdpa,1,1,1,1,BRA,14,104,75,9,1002335.65048
admin,1,1,1,1,BRA,14,104,10,1,5371.31454014
admin,1,1,1,1,BRA,14,104,10,3,2301.93899309
admin,1,1,1,1,BRA,14,104,75,10,20245513.4901
wdpa,1,1,1,1,BRA,14,104,50,12,6140.76952975
admin,1,1,1,1,BRA,14,104,25,17,538659.643452
admin,1,1,1,1,BRA,14,104,10,15,95919.36541510001
admin,1,1,1,1,BRA,14,104,0,10,4603.87743258
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,11,56013.30204909999
admin,1,1,1,1,BRA,14,104,15,5,15347.4580361
admin,1,1,1,1,BRA,14,104,75,9,95575608.2541
admin,1,1,1,1,BRA,14,104,20,3,767.354850141
admin,1,1,1,1,BRA,14,104,25,3,3069.42217625
admin,1,1,1,1,BRA,14,104,75,13,37421709.544
wdpa,1,1,1,1,BRA,14,104,10,17,5373.21210363
wdpa,1,1,1,1,BRA,14,104,0,11,25330.320926400003
wdpa,1,1,1,1,BRA,14,104,75,2,723769.747534
wdpa,1,1,1,1,BRA,14,104,10,15,767.5774622360001
admin,1,1,1,1,BRA,14,104,75,14,62599047.13
admin,1,1,1,1,BRA,14,104,20,16,117405.671591
wdpa,1,1,1,1,BRA,14,104,30,2,767.485687063
admin,1,1,1,1,BRA,14,104,25,8,22254.184054700003
wdpa,1,1,1,1,BRA,14,104,75,7,1189882.46339
ifl_2013,1,1,1,1,BRA,14,104,75,2,18408.8082344
admin,1,1,1,1,BRA,14,104,0,14,1219337.92426
admin,1,1,1,1,BRA,14,104,25,7,9209.69895927
wdpa,1,1,1,1,BRA,14,104,50,17,89808.2361408
admin,1,1,1,1,BRA,14,104,50,3,131214.599008
ifl_2013,1,1,1,1,BRA,14,104,75,10,32222.6537257
admin,1,1,1,1,BRA,14,104,15,17,422803.417448
admin,1,1,1,1,BRA,14,104,0,4,48348.33612780001
admin,1,1,1,1,BRA,14,104,15,4,3069.49343422
admin,1,1,1,1,BRA,14,104,30,14,557878.6811640001
admin,1,1,1,1,BRA,14,104,15,12,13812.2933439
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,8,13811.1992204
admin,1,1,1,1,BRA,14,104,50,9,795759.039182
admin,1,1,1,1,BRA,14,104,50,6,328399.465964
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,13,32996.3947126
wdpa,1,1,1,1,BRA,14,104,50,15,19187.897646200003
ifl_2013,1,1,1,1,BRA,14,104,75,14,322941.98506
admin,1,1,1,1,BRA,14,104,0,16,2445617.28929
admin,1,1,1,1,BRA,14,104,10,5,13814.290706099999
wdpa,1,1,1,1,BRA,14,104,75,5,848687.9364819999
wdpa,1,1,1,1,BRA,14,104,75,17,696820.2694100001
wdpa,1,1,1,1,BRA,14,104,30,14,6907.78827556
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,6,15346.0967837
wdpa,1,1,1,1,BRA,14,104,75,6,178793.377026
admin,1,1,1,1,BRA,14,104,75,3,22987753.0198
admin,1,1,1,1,BRA,14,104,15,11,47577.5010424
admin,1,1,1,1,BRA,14,104,10,13,36831.084899
admin,1,1,1,1,BRA,14,104,75,1,57805169.4375
admin,1,1,1,1,BRA,14,104,25,9,21485.5762022
admin,1,1,1,1,BRA,14,104,25,2,16880.2702752
wdpa,1,1,1,1,BRA,14,104,50,10,2302.9889266
ifl_2013,1,1,1,1,BRA,14,104,75,11,75189.2490235
admin,1,1,1,1,BRA,14,104,50,17,5228645.02222
wdpa,1,1,1,1,BRA,14,104,30,15,3070.17438847
wdpa,1,1,1,1,BRA,14,104,75,3,171113.539732
wdpa,1,1,1,1,BRA,14,104,75,14,635359.8164680001
admin,1,1,1,1,BRA,14,104,25,15,192603.89621600002
admin,1,1,1,1,BRA,14,104,75,8,53723064.3436
admin,1,1,1,1,BRA,14,104,15,10,767.3008214360001
wdpa,1,1,1,1,BRA,14,104,30,1,4605.57957428
admin,1,1,1,1,BRA,14,104,20,15,72898.9049132
wdpa,1,1,1,1,BRA,14,104,20,4,767.56921644
ifl_2013,1,1,1,1,BRA,14,104,75,1,29911.3646403
wdpa,1,1,1,1,BRA,14,104,30,12,2302.96564464
admin,1,1,1,1,BRA,14,104,50,5,970723.3869520001
wdpa,1,1,1,1,BRA,14,104,50,3,3070.33680191
admin,1,1,1,1,BRA,14,104,0,6,15345.994886899998
admin,1,1,1,1,BRA,14,104,10,9,5371.60939992
wdpa,1,1,1,1,BRA,14,104,25,16,4605.0810521
admin,1,1,1,1,BRA,14,104,0,13,514106.13424600003
admin,1,1,1,1,BRA,14,104,50,13,758889.356887
admin,1,1,1,1,BRA,14,104,30,6,65219.1732959
admin,1,1,1,1,BRA,14,104,50,10,71363.4242767
admin,1,1,1,1,BRA,14,104,10,4,7673.77450743
admin,1,1,1,1,BRA,14,104,0,3,7673.78480496
admin,1,1,1,1,BRA,14,104,0,5,92855.1398752
admin,1,1,1,1,BRA,14,104,30,4,94392.99843080001
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,3,9976.831926500001
admin,1,1,1,1,BRA,14,104,30,3,29157.8360217
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,10,18416.425017299996
admin,1,1,1,1,BRA,14,104,30,12,109730.49636700001
admin,1,1,1,1,BRA,14,104,75,5,52566527.9349
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,2,8437.50835006
admin,1,1,1,1,BRA,14,104,30,5,228676.521212
wdpa,1,1,1,1,BRA,14,104,75,8,713629.4651350001
wdpa,1,1,1,1,BRA,14,104,30,17,39148.0651019
admin,1,1,1,1,BRA,14,104,20,4,2302.55853863
wdpa,1,1,1,1,BRA,14,104,25,15,1534.78685596
ifl_2013,1,1,1,1,BRA,14,104,75,9,36823.6290108
wdpa,1,1,1,1,BRA,14,104,50,13,3069.91854537
wdpa,1,1,1,1,BRA,14,104,75,12,546430.022382
wdpa,1,1,1,1,BRA,14,104,50,7,5372.93509975
admin,1,1,1,1,BRA,14,104,10,8,5371.57087072
admin,1,1,1,1,BRA,14,104,10,12,8441.17993816
admin,1,1,1,1,BRA,14,104,10,2,3836.9551745999997
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,14,111997.359203
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,1,26076.294666499998
wdpa,1,1,1,1,BRA,14,104,30,16,25328.4467873
wdpa,1,1,1,1,BRA,14,104,20,14,1535.31418526
admin,1,1,1,1,BRA,14,104,10,17,332255.01574400003
wdpa,1,1,1,1,BRA,14,104,50,14,17654.0616182
admin,1,1,1,1,BRA,14,104,20,8,5371.45112338
admin,1,1,1,1,BRA,14,104,75,6,32516664.0472
admin,1,1,1,1,BRA,14,104,30,1,208719.188441
admin,1,1,1,1,BRA,14,104,50,8,693699.797836
admin,1,1,1,1,BRA,14,104,15,6,8440.98159156
admin,1,1,1,1,BRA,14,104,50,14,1461059.63461
admin,1,1,1,1,BRA,14,104,30,7,55253.913268300006
admin,1,1,1,1,BRA,14,104,50,16,2898289.295
admin,1,1,1,1,BRA,14,104,10,14,89014.2506749
admin,1,1,1,1,BRA,14,104,0,8,57556.179676
admin,1,1,1,1,BRA,14,104,20,2,6905.82617442
admin,1,1,1,1,BRA,14,104,25,1,18417.3624774
admin,1,1,1,1,BRA,14,104,50,4,551758.394085
ifl_2013,1,1,1,1,BRA,14,104,75,16,994110.868427
admin,1,1,1,1,BRA,14,104,50,15,2005850.1857
admin,1,1,1,1,BRA,14,104,0,2,33763.3002032
wdpa,1,1,1,1,BRA,14,104,20,17,4605.54942222
wdpa,1,1,1,1,BRA,14,104,0,17,108232.45332999999
admin,1,1,1,1,BRA,14,104,30,11,545627.066264
admin,1,1,1,1,BRA,14,104,20,5,10744.2110239
admin,1,1,1,1,BRA,14,104,30,8,153473.723543
admin,1,1,1,1,BRA,14,104,20,17,303093.558788
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,12,121246.288195
admin,1,1,1,1,BRA,14,104,20,14,59854.0772926
admin,1,1,1,1,BRA,14,104,15,7,3837.26436288
wdpa,1,1,1,1,BRA,14,104,15,17,9978.65864079
wdpa,1,1,1,1,BRA,14,104,30,4,767.588796144
wdpa,1,1,1,1,BRA,14,104,75,16,849461.329531
admin,1,1,1,1,BRA,14,104,0,7,28392.853961599998
admin,1,1,1,1,BRA,14,104,20,9,8441.45273253
admin,1,1,1,1,BRA,14,104,0,15,1612255.12655
wdpa,1,1,1,1,BRA,14,104,75,4,1008523.43492
wdpa,1,1,1,1,BRA,14,104,20,15,767.577907406
wdpa,1,1,1,1,BRA,14,104,30,5,3838.02186377
admin,1,1,1,1,BRA,14,104,50,2,759649.2594600001
admin,1,1,1,1,BRA,14,104,30,2,143489.210433
wdpa,1,1,1,1,BRA,14,104,75,1,1295667.9335399999
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,15,92039.15342260001
admin,1,1,1,1,BRA,14,104,15,16,188003.671344
admin,1,1,1,1,BRA,14,104,0,12,76735.94679660001
wdpa,1,1,1,1,BRA,14,104,25,14,1535.21218557
wdpa,1,1,1,1,BRA,14,104,20,11,1535.10376339
wdpa,1,1,1,1,BRA,14,104,75,10,171137.134641
admin,1,1,1,1,BRA,14,104,20,1,3069.27052506
wdpa,1,1,1,1,BRA,14,104,50,5,15351.2857905
wdpa,1,1,1,1,BRA,14,104,15,11,3837.97352995
admin,1,1,1,1,BRA,14,104,15,8,4603.87107261
admin,1,1,1,1,BRA,14,104,25,4,3069.15028132
admin,1,1,1,1,BRA,14,104,15,3,767.35461374
admin,1,1,1,1,BRA,14,104,25,16,269341.43421
admin,1,1,1,1,BRA,14,104,75,15,42815354.0394
wdpa,1,1,1,1,BRA,14,104,75,13,144256.582842
ifl_2013,1,1,1,1,BRA,14,104,75,3,17647.4636547
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,7,11509.961869600002
admin,1,1,1,1,BRA,14,104,30,13,268563.567654
admin,1,1,1,1,BRA,14,104,25,5,16882.3668779
ifl_2013,1,1,1,1,BRA,14,104,75,7,27617.245786199997
admin,1,1,1,1,BRA,14,104,75,16,99068283.2174
wdpa,1,1,1,1,BRA,14,104,50,4,5372.04181559
admin,1,1,1,1,BRA,14,104,20,11,23789.035738799997
admin,1,1,1,1,BRA,14,104,0,9,75972.0862166
admin,1,1,1,1,BRA,14,104,15,14,94385.40075739998
wdpa,1,1,1,1,BRA,14,104,50,2,3838.01477781
admin,1,1,1,1,BRA,14,104,50,11,2293030.8429
admin,1,1,1,1,BRA,14,104,10,11,28394.150889999997
ifl_2013,1,1,1,1,BRA,14,104,75,17,1288740.38543
wdpa,1,1,1,1,BRA,14,104,75,15,329167.17547899997
admin,1,1,1,1,BRA,14,104,25,12,16114.4843669
wdpa,1,1,1,1,BRA,14,104,0,1,2302.80888415
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,4,3834.63772484
admin,1,1,1,1,BRA,14,104,15,2,5371.00275514
ifl_2013,1,1,1,1,BRA,14,104,75,13,92829.6061408
admin,1,1,1,1,BRA,14,104,30,17,2249046.3421099996
wdpa,1,1,1,1,BRA,14,104,20,16,2302.29551531
admin,1,1,1,1,BRA,14,104,75,4,49985569.4306
admin,1,1,1,1,BRA,14,104,15,15,136591.215266
admin,1,1,1,1,BRA,14,104,15,9,13813.053810799998
wdpa,1,1,1,1,BRA,14,104,50,16,55262.8001918
wdpa,1,1,1,1,BRA,14,104,10,16,4605.44041164
wdpa,1,1,1,1,BRA,14,104,0,14,3070.32713091
admin,1,1,1,1,BRA,14,104,30,15,852535.380064
admin,1,1,1,1,BRA,14,104,0,1,82878.5466595
wdpa,1,1,1,1,BRA,14,104,50,8,8443.54140119
admin,1,1,1,1,BRA,14,104,15,13,38365.700272300004
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,17,214091.82710599998
admin,1,1,1,1,BRA,14,104,75,2,54909660.398
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,16,169489.266909
admin,1,1,1,1,BRA,14,104,75,7,44013347.1392
ifl_2013,1,1,1,1,BRA,14,104,75,12,190276.328176
admin,1,1,1,1,BRA,14,104,25,13,64454.590045599994
admin,1,1,1,1,BRA,14,104,15,1,8440.21746221
ifl_2013,1,1,1,1,BRA,14,104,75,15,420362.328723
wdpa,1,1,1,1,BRA,14,104,30,7,1535.13061922
wdpa,1,1,1,1,BRA,14,104,10,11,767.64425569
admin,1,1,1,1,BRA,14,104,10,16,177262.105617
wdpa,1,1,1,1,BRA,14,104,30,13,1535.00188801
wdpa,1,1,1,1,BRA,14,104,0,7,1535.12615037
ifl_2013,1,1,1,1,BRA,14,104,75,8,20714.3188981
admin,1,1,1,1,BRA,14,104,75,12,70618566.963
wdpa,1,1,1,1,BRA,14,104,30,11,33006.796185600004
admin,1,1,1,1,BRA,14,104,50,1,1120340.85969
admin,1,1,1,1,BRA,14,104,20,12,9975.58283491
admin,1,1,1,1,BRA,14,104,0,11,244813.059106
wdpa,1,1,1,1,BRA,14,104,50,9,6140.25833429
ifl_2013__wdpa,1,1,1,1,BRA,14,104,75,9,22251.320374799998
admin,1,1,1,1,BRA,14,94,20,14,50662.47743490001
landmark,1,1,1,1,BRA,14,94,75,8,5258854.31306
admin,1,1,1,1,BRA,14,94,75,11,142653714.106
admin,1,1,1,1,BRA,14,94,15,11,21492.4677067
ifl_2013,1,1,1,1,BRA,14,94,75,13,28391.039388999998
ifl_2013,1,1,1,1,BRA,14,94,75,6,101280.829663
wdpa,1,1,1,1,BRA,14,94,0,13,2303.4057881999997
admin,1,1,1,1,BRA,14,94,10,5,7676.68231404
admin,1,1,1,1,BRA,14,94,10,8,11515.297726
admin,1,1,1,1,BRA,14,94,10,9,6141.47973129
ifl_2013__wdpa,1,1,1,1,BRA,14,94,75,6,92840.3468098
landmark,1,1,1,1,BRA,14,94,75,4,2423179.07565
admin,1,1,1,1,BRA,14,94,75,5,69282030.4476
admin,1,1,1,1,BRA,14,94,75,2,40346390.2076
admin,1,1,1,1,BRA,14,94,50,3,194198.63661400002
ifl_2013,1,1,1,1,BRA,14,94,50,17,3069.11919862
admin,1,1,1,1,BRA,14,94,0,11,141234.976273
admin,1,1,1,1,BRA,14,94,10,15,78291.6572647
wdpa,1,1,1,1,BRA,14,94,50,12,3838.45261822
admin,1,1,1,1,BRA,14,94,20,11,17654.019952900002
landmark,1,1,1,1,BRA,14,94,75,10,2238142.53487
wdpa,1,1,1,1,BRA,14,94,30,7,3071.3879809
admin,1,1,1,1,BRA,14,94,75,8,79328685.5788
landmark,1,1,1,1,BRA,14,94,50,5,4603.93755617
ifl_2013__landmark,1,1,1,1,BRA,14,94,50,17,3069.11919862
wdpa,1,1,1,1,BRA,14,94,75,13,1657372.73447
ifl_2013__wdpa,1,1,1,1,BRA,14,94,75,1,38365.0900757
ifl_2013,1,1,1,1,BRA,14,94,75,4,55247.4055815
admin,1,1,1,1,BRA,14,94,75,17,152998432.253
wdpa,1,1,1,1,BRA,14,94,75,9,6180255.89031
ifl_2013__landmark,1,1,1,1,BRA,14,94,75,1,38365.0900757
wdpa,1,1,1,1,BRA,14,94,50,8,5374.4090873000005
admin,1,1,1,1,BRA,14,94,10,7,4605.58851954
wdpa,1,1,1,1,BRA,14,94,15,17,767.8544040869999
ifl_2013__wdpa,1,1,1,1,BRA,14,94,75,15,493311.55271400005
admin,1,1,1,1,BRA,14,94,25,13,48356.1294366
ifl_2013__landmark,1,1,1,1,BRA,14,94,75,16,1140871.04935
ifl_2013__wdpa,1,1,1,1,BRA,14,94,50,17,3069.11919862
admin,1,1,1,1,BRA,14,94,10,13,31471.4642476
landmark,1,1,1,1,BRA,14,94,50,4,767.387806345
wdpa,1,1,1,1,BRA,14,94,0,15,4606.58682891
admin,1,1,1,1,BRA,14,94,75,1,75142399.4725
admin,1,1,1,1,BRA,14,94,75,15,88159921.6464
admin,1,1,1,1,BRA,14,94,30,11,383010.08584200003
ifl_2013__landmark,1,1,1,1,BRA,14,94,75,5,22250.9143392
admin,1,1,1,1,BRA,14,94,20,5,14584.599735
admin,1,1,1,1,BRA,14,94,25,7,8444.89696507
admin,1,1,1,1,BRA,14,94,15,4,7676.98081938
